"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Studia Islamika, Center for the Study of Islam and Society (PPIM) Syarif Hidayatullah State Islamic University of Jakarta (ID 22704)","Studia Islamika, Center for the Study of Islam and Society (PPIM) Syarif Hidayatullah State Islamic University of Jakarta10.36712","open","554","45","true","false"
"Sulaimani Polytechnic University (ID 10102)","Sulaimani Polytechnic University10.24017","open","205","128","true","false"
"Suleyman Demirel Universitesi Fen-Edebiyat Fakultesi Sosyal Bilimler Dergisi (ID 20501)","Suleyman Demirel Universitesi Fen-Edebiyat Fakultesi Sosyal Bilimler Dergisi10.35237","open","0","36","false","true"
"Suleyman Demirel Universitesi Hukuk Fakultesi Dergisi (ID 29959)","Suleyman Demirel Universitesi Hukuk Fakultesi Dergisi10.52273","open","0","1","false","true"
"Sunan Gunung Djati State Islamic University of Bandung (ID 6205)","Sunan Gunung Djati State Islamic University of Bandung10.15575","open","1652","1885","true","false"
"Sungkyunkwan University School of Medicine (ID 9930)","Sungkyunkwan University School of Medicine10.23838","open","41","48","true","true"
"SunKrist Publishing (ID 21808)","SunKrist Publishing10.46940","open","0","144","false","true"
"Surgical Technology Online (ID 18996)","Surgical Technology Online10.52198","open","0","12","false","true"
"Svenska Arkeologiska Samfundet (ID 23774)","Svenska Arkeologiska Samfundet10.37718","open","0","34","false","true"
"Swets & Zeitlinger Publishers (ID 191)","Informa UK (Swets & Zeitlinger Publishers)10.1076","open","1926","0","true","false"
"Swiss National Science Foundation (ID 25427)","Swiss National Science Foundation10.46446","open","0","48","false","true"
"Synapse, LLC (ID 8422)","Synapse, LLC10.20514","open","234","140","true","true"
"SynthesisHub Advance Scientific Research (ID 17074)","Ilkogretim Online10.17051","limited","1443","8134","true","true"
"SynthesisHub Advance Scientific Research (ID 17074)","SynthesisHub Advance Scientific Research10.31838","open","1443","8134","true","true"
"Systematic Theology Division of Korea Evangelical Theological Society (ID 16992)","Systematic Theology Division of Korea Evangelical Theological Society10.31777","open","63","19","true","false"
"T. K. Zhurgenov Kazakh National Academy of Arts (ID 27767)","T. K. Zhurgenov Kazakh National Academy of Arts10.47940","open","0","8","false","true"
"Taiwan Association of Engineering and Technology Innovation (ID 25863)","Taiwan Association of Engineering and Technology Innovation10.46604","open","0","101","false","true"
"Tambov State University - G.R. Derzhavin (ID 8278)","Tambov State University - G.R. Derzhavin10.20310","open","2134","890","true","true"
"Tamla Cultural Institute (ID 20480)","Tamla Cultural Institute10.35221","open","291","33","true","false"
"TAPPI (ID 18332)","TAPPI10.32964","open","616","63","true","true"
"Taras Shevchenko National University of Kyiv (ID 7257)","Taras Shevchenko National University of Kyiv10.17721","open","3530","2609","true","true"
"Taras Shevchenko Regional Humanitarian-Pedagogical Academy оf Kremenets (ID 24828)","Taras Shevchenko Regional Humanitarian-Pedagogical Academy оf Kremenets10.37835","open","23","53","true","true"
"Tarih Arastirmalari Dergisi (ID 20500)","Tarih Arastirmalari Dergisi10.35239","open","683","92","false","true"
"Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (ID 21428)","Tashkent Institute of Irrigation and Agricultural Mechanization Engineers10.35938","open","29","0","true","false"
"Tavukculuk Arastirma Dergisi (ID 20222)","Tavukculuk Arastirma Dergisi10.34233","open","0","29","false","true"
"Tbilisi Centre for Mathematical Sciences (ID 17691)","Tbilisi Centre for Mathematical Sciences10.32513","open","240","111","true","true"
"Technical University of Cluj Napoca, North University Center of Baia Mare (ID 23410)","Technical University of Cluj Napoca, North University Center of Baia Mare10.37193","open","0","133","false","true"
"Technical University of Kosice - Faculty of Aeronautics (ID 18030)","Technical University of Kosice - Faculty of Aeronautics10.35116","open","0","31","false","true"
"Technical University of Kosice, Faculty of Materials, Metallurgy and Recycling (ID 5035)","Faculty of Materials, Metallurgy and Recycling10.12776","open","388","53","true","false"
"Technical University of Kosice, Faculty of Mechanical Engineering (ID 8938)","Technical university of Kosice, Faculty of Mechanical Engineering10.21496","open","366","72","true","true"
"Technical University of Sofia (ID 27913)","Technical University of Sofia10.47978","open","0","33","false","true"
"Technoscience Academy (ID 17802)","Technoscience Academy10.32628","open","175","1902","true","true"
"Tefsir Arastirmalari Dergisi (ID 16067)","Tefsir Arastirmalari Dergisi10.31121","open","15","57","true","true"
"Tekirdag Namik Kemal Universitesi Ilahiyat Fakultesi Tasavvur / Tekirdag Ilahiyat Dergisi (ID 27153)","Tekirdag Namik Kemal Universitesi Ilahiyat Fakultesi Tasavvur / Tekirdag Ilahiyat Dergisi10.47424","open","0","28","false","true"
"Tekirdag Ziraat Fakultesi Dergisi (ID 19122)","Tekirdag Ziraat Fakultesi Dergisi10.33462","open","0","95","false","true"
"Teknik Bilimler Dergisi (ID 20748)","Teknik Bilimler Dergisi10.35354","open","0","27","false","true"
"Tekstil Ve Konfeksiyon (ID 17952)","Tekstil Ve Konfeksiyon10.32710","open","12","82","true","true"
"Telos: Revista de Estudios Interdisciplinarios en Ciencias Sociales, URBE (ID 25346)","Telos: Revista de Estudios Interdisciplinarios en Ciencias Sociales, URBE10.36390","open","29","109","true","true"
"Temel Egitim, Yildiz Technical University (ID 29720)","Temel Egitim, Yildiz Technical University10.52105","open","0","4","false","true"
"Tennessee Academy of Science (ID 26661)","Tennessee Academy of Science10.47226","open","0","3","false","true"
"Teoloska fakulteta (ID 20091)","Teoloska fakulteta10.34291","open","0","216","false","true"
"Ternopil Ivan Puluj National Technical University (ID 18577)","Ternopil Ivan Puluj National Technical University10.33108","open","176","492","true","true"
"Ternopil National Economic University (ID 21487)","Ternopil National Economic University10.35774","open","987","780","true","true"
"Ternopil State Medical University (ID 4871)","Ternopil State Medical University10.11603","open","4465","1832","true","true"
"TESAM Akademi (ID 12077)","TESAM Akademi10.30626","open","27","57","true","true"
"TEST-ZL Publishing (ID 11439)","TEST-ZL Publishing10.26896","open","215","297","true","true"
"TeX Users Group (ID 27002)","TeX Users Group10.47397","open","0","27","false","true"
"Texas Academy of Science (ID 16969)","Texas Academy of Science10.32011","open","11","37","true","true"
"Texas Heart Institute Journal (ID 5628)","Texas Heart Institute Journal10.14503","open","708","160","true","true"
"Texas Tech University (ID 18118)","Texas Tech University10.32865","open","85","59","true","false"
"The 21st Century Association Of English Language And Literature (ID 21482)","The 21st Century Association Of English Language And Literature10.35771","open","697","53","true","false"
"The Academic Society (ID 17868)","The Academic Society10.32640","open","52","66","true","true"
"The American Association of Immunologists (ID 2487)","The American Association of Immunologists10.4049","open","29965","1596","true","true"
"The American College of Osteopathic Family Physicians - ACOFP (ID 18327)","The American College of Osteopathic Family Physicians - ACOFP10.33181","open","351","46","true","true"
"The American Fiction Association of Korea (ID 20237)","The American Fiction Association of Korea10.34240","open","0","12","false","true"
"The American Society for Nondestructive Testing, Inc. (ID 16921)","The American Society for Nondestructive Testing, Inc.10.32548","open","31","69","false","true"
"The Association International Academy of Communicology (ID 8880)","The Association International Academy of Communicology 10.21453","open","0","41","false","true"
"The Association of Korean Photo-Geographers (ID 20393)","The Association of Korean Photo-Geographers10.35149","open","538","47","true","false"
"The Aviation Management Society of Korea (ID 11980)","The Aviation Management Society of Korea10.30529","open","45","46","true","true"
"The Bhopal School of Social Sciences (ID 29159)","The Bhopal School of Social Sciences10.51767","open","1","48","true","true"
"The Bila Tserkva National Agrarian University (ID 18805)","The Bila Tserkva National Agrarian University10.33245","open","48","268","true","true"
"The British Association for Korean Studies (ID 18755)","The British Association for Korean Studies10.33526","open","20","30","true","true"
"The Busan, Ulsan, Gyeoungnam Branch of The Korean Society of Otolaryngology (ID 20904)","The Busan, Ulsan, Gyeoungnam Branch of The Korean Society of Otolaryngology10.35420","open","1477","94","true","true"
"The Canadian Journal of Higher Education/la Revue canadienne d'enseignement superieur (ID 27532)","The Canadian Journal of Higher Education/la Revue canadienne d'enseignement superieur10.47678","open","496","139","true","false"
"The Center for Global Teacher Education, Kongju National University (ID 21423)","The Center for Global Teacher Education, Kongju National University10.35733","open","0","16","false","true"
"The Center for Promoting Education and Research (CPER) (ID 18916)","The Center for Promoting Education and Research (CPER)10.33642","open","0","229","false","true"
"The Center for Promoting Education and Research (CPER) (ID 18916)","The Institute of Academic Research and Publication10.47742","open","0","229","false","true"
"The Center for Regional Development (ID 21117)","The Center for Regional Development10.35526","open","7","13","true","false"
"The Central Bank of the Russian Federation (ID 14899)","The Central Bank of the Russian Federation10.31477","open","23","41","false","true"
"The Chemical Society of Japan (ID 8597)","The Chemical Society of Japan10.1246","open","106889","1487","true","true"
"The Chemical Society of Japan (ID 8597)","The Chemical Society of Japan10.20963","limited","106889","1487","true","true"
"The Child Developmental Supporting Center (ID 20132)","The Child Developmental Supporting Center10.34167","open","33","17","true","true"
"The Company of Biologists (ID 237)","PreLights (The Company of Biologists)10.31981","open","29930","5481","true","true"
"The Company of Biologists (ID 237)","The Company of Biologists10.1242","open","29930","5481","true","true"
"The Daesoon Academy of Sciences (ID 10696)","The Daesoon Academy of Sciences10.25050","open","111","55","true","true"
"The Editorial Office of Anesthesia and Pain Medicine (ID 6688)","The Editorial Office of Anesthesia and Pain Medicine10.17085","open","279","163","true","true"
"The Editorial Office of Gut and Liver (ID 2920)","The Editorial Office of Gut and Liver10.5009","open","1134","277","true","true"
"The Electrochemical Society (ID 77)","The Electrochemical Society10.1149","open","132518","29400","true","true"
"The Endocrine Society (ID 80)","The Endocrine Society10.1210","open","102147","7690","true","true"
"The European Association of Counselling Psychology (ID 26102)","The European Association of Counselling Psychology10.46853","open","69","20","true","true"
"The Ewha Medical Journal, Ewha Womans University College of Medicine (ID 4998)","The Ewha Medical Journal, Ewha Womans University College of Medicine10.12771","open","1404","26","true","true"
"The FaithX Project (ID 19683)","The FaithX Project10.33929","open","0","48","false","true"
"The Forum on Education Abroad (ID 22140)","The Forum on Education Abroad10.36366","open","409","91","false","true"
"The Gorbatov's All-Russian Meat Research Institute (ID 8840)","The Gorbatov's All-Russian Meat Research Institute10.21323","open","257","449","true","true"
"The Grassroots Institute (ID 18244)","The Grassroots Institute10.33002","open","15","53","false","true"
"The Hong Kong Institution of Engineers (ID 18723)","The Hong Kong Institution of Engineers10.33430","open","778","51","true","false"
"The Incheon Institute (ID 20121)","The Incheon Institute10.34165","open","38","15","true","true"
"The Indonesian Society for Vascular and Endovascular Surgery - INASVS (ID 22873)","The Indonesian Society for Vascular and Endovascular Surgery - INASVS10.36864","open","0","38","false","true"
"The Institute for Buddhist Study, Joong-Ang Sangha University (ID 19188)","The Institute for Buddhist Study, Joong-Ang Sangha University10.33521","open","95","11","true","true"
